State,District,Relief Camp / Shelter Name,Disaster Type,Precise Address / Location,Latitude,Longitude,Accommodation Capacity (persons),Actual Inmates / Evacuees,Camp Type,Year / Event,Source
Nagaland,Dimapur,Dimapur Flood Camp,Flood,"DC Office, Main Town, Dimapur – 797112",25.9066,93.7199,2000,1600,Govt school cluster,Annual; Remal 2024,NDMA 2024
Nagaland,Kohima,Kohima Landslide Camp,Landslide,"DC Office, Kohima – 797001",25.6637,94.1077,1500,1200,Govt building + school,Annual monsoon,NDMA Aug 2024
Tripura,South Tripura,Belonia Town Relief Camps,Flood / Landslide,"Belonia Municipal Council, Station Road, South Tripura – 799155",23.2495,91.4521,5000,8200,Multi-venue cluster,2024 Tripura Floods Aug,ReliefWeb Sitrep 2 Aug 23 2024
Tripura,Gomati,Udaipur Town Relief Camps,Flood,"Udaipur Sub-Division, Gomati – 799120",23.537,91.4879,4000,6500,Multi-venue cluster,2024 Tripura Floods,Sphere India JRNA Sep 2024
Tripura,West Tripura,Agartala City Relief Camps,Flood,"Agartala Municipal Corp, HGB Road – 799001",23.8315,91.2868,8000,12000,Multi-venue cluster (school/hall/stadium),2024 Tripura Floods Aug,NEtoday Aug 22 2024
Tripura,Khowai,Khowai Town Relief Camps,Flood,"Khowai Municipal Council, Khowai – 799201",24.075,91.604,2000,2200,Govt school + community hall,2024 Tripura Floods,Sphere India JRNA
Arunachal Pradesh,West Siang,Along Siang River Flood Camp,Flood,"Along Municipal Council, DC Office, Aalo, West Siang – 791001",28.1587,94.794,2000,1600,Govt school cluster,Annual Siang flooding,Arunachal SDMA
Arunachal Pradesh,East Siang,Pasighat Siang Flood Camp,Flood,"Pasighat DC Office, East Siang – 791102",28.0663,95.3269,2000,1600,Govt school + NDRF,Annual Brahmaputra,Arunachal SDMA / ASDMA
Andaman & Nicobar,South Andaman,Port Blair Cyclone Shelter,Cyclone,"Port Blair Municipal Council, Aberdeen Bazaar – 744101",11.6234,92.7265,3000,2500,Govt + military facility,Multiple cyclones,NDMA; A&N admin
Kerala,Alappuzha,Ambalappuzha Taluk Relief Camps Cluster (7 camps),Flood,"Ambalappuzha Taluk Govt School, Ambalappuzha, Alappuzha – 688561",9.364,76.3755,3000,1675,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 7 camps, 455 families, 1675 members"
Kerala,Alappuzha,Kuttanad Cluster under Ambalappuzha (12 camps),Flood,"Kuttanad Panchayat Hall, Champakulam, Alappuzha – 688503",9.431,76.401,2800,1120,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 12 camps, 359 families, 1120 members"
Kerala,Alappuzha,Cherthala Relief Camp,Flood,"Cherthala Town Hall, NH-66, Cherthala, Alappuzha – 688521",9.6833,76.3333,2200,1155,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 1 camp, 284 families, 1155 members"
Kerala,Alappuzha,Chengannur Cluster (31 camps),Flood,"Chengannur Municipal Council, Station Road – 689121",9.3151,76.6156,5000,2009,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 31 camps, 565 families, 2009 members"
Kerala,Alappuzha,Mavelikkara Relief Camp,Flood,"Mavelikkara Municipal Council, Bank Road – 690101",9.2665,76.5517,500,44,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 1 camp, 10 families, 44 members"
Kerala,Alappuzha,Karthikappally Cluster (10 camps),Flood,"Karthikappally Panchayat, Haripad, Alappuzha – 690514",9.395,76.37,1500,520,Temporary Flood Camp,2018 Kerala Floods,"alappuzha.nic.in/en/relief-camps/ (01 Sep 2018): 10 camps, 180 families, 520 members"
Kerala,Alappuzha,Kayamkulam Flood Relief Camp,Flood,"Kayamkulam Municipal Council, Main Road – 690502",9.1652,76.5007,1000,800,Temporary Flood Camp,2018 Kerala Floods,"Ramakrishna Math Kayamkulam centre, Belur Math media.belurmath.org Aug 2018"
Kerala,Alappuzha,Haripad Centre Flood Camp,Flood,"Haripad Municipal Council, Temple Junction – 690514",9.2283,76.5234,800,600,Temporary Flood Camp,2018 Kerala Floods,"Ramakrishna Math Haripad centre flooded; members sheltered at Kayamkulam, media.belurmath.org Aug 2018"
Kerala,Alappuzha,Pandanad Flood Cluster,Flood,"Pandanad Panchayat Office, Pandanad, Chengannur – 689501",9.2756,76.63,2000,1600,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods – major evacuation point: Pandanad
Kerala,Alappuzha,Edathua Kuttanad Relief Camp,Flood,"Edathua Panchayat Office, Edathua, Kuttanad – 689573",9.388,76.453,1500,1200,Temporary Flood Camp,2018 Kerala Floods,ReliefWeb Kerala Floods JDNA 2018; Kuttanad worst-affected sub-district
Kerala,Ernakulam,Ramakrishna Advaita Ashrama School Camp Kalady,Flood,"Sri Ramakrishna Advaita Ashrama HS, Kalady, Ernakulam – 683574",10.1623,76.4124,2000,1800,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org (Aug 2018): Kalady Ashrama school used as relief camp; 1800+ sheltered; Periyar/Purna flooding
Kerala,Ernakulam,UC College Camp Ernakulam,Flood,"UC College Ground, Aluva, Ernakulam – 683101",10.1,76.35,1500,1200,Temporary Flood Camp,2018 Kerala Floods,ReliefWeb Overall Update 3 Sep 2018 – DMMU visited UC College & Mar Gregorious School relief camps
Kerala,Ernakulam,Mar Gregorious School Camp,Flood,"Mar Gregorious School, Aluva Bypass, Ernakulam – 683101",10.1,76.35,1000,800,Temporary Flood Camp,2018 Kerala Floods,ReliefWeb Overall Update 3 Sep 2018
Kerala,Ernakulam,Kaipattoor Area Relief Camp Cluster,Flood,"Kaipattoor, Kanjoor–Kalady Road, Ernakulam – 683574",10.17,76.41,3000,2800,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org – Kalady Ashrama distributed kits to 2800 families in Kaipattoor area
Kerala,Ernakulam,Aluva Paravoor Flood Camp,Flood,"North Paravoor Municipal Hall, Ernakulam – 683513",10.0126,76.2172,2000,1600,Temporary Flood Camp,2018 Kerala Floods,ReliefWeb DMMU report Sep 2018: Paravoor visited
Kerala,Ernakulam,Kanayannur Taluk Relief Camps,Flood,"Kanayannur Taluk Office, Tripunithura, Ernakulam – 682301",9.9312,76.2673,2000,1500,Temporary Flood Camp,2018 & 2019 Kerala Floods,ernakulam.nic.in – List of families in Kanayannur Taluk relief camps
Kerala,Ernakulam,Kunnathunad Taluk Relief Camps,Flood,"Kunnathunad Taluk Office, Perumbavoor, Ernakulam – 683542",10.1623,76.4124,1500,1200,Temporary Flood Camp,2018 & 2019 Kerala Floods,ernakulam.nic.in – Kunnathunad Taluk camp list published
Kerala,Ernakulam,Muvattupuzha Taluk Relief Camps,Flood,"Muvattupuzha Municipal Council, Near Bus Stand – 686661",10.1149,76.5866,1500,1000,Temporary Flood Camp,2018 & 2019 Kerala Floods,ernakulam.nic.in – Muvattupuzha Taluk relief camp families registered
Kerala,Pathanamthitta,Thiruvalla CARD-EHA Base Camp,Flood,"Thiruvalla Municipal Council, MC Road – 689101",9.3793,76.5737,1500,1200,Temporary Flood Camp,2018 Kerala Floods,ReliefWeb Sep 2018: DMMU finalized base at Thiruvalla; Marthoma Church HQ
Kerala,Pathanamthitta,Ramakrishna Ashrama Tiruvalla Relief Camp,Flood,"Ramakrishna Ashrama, Hospital Junction, Tiruvalla – 689101",9.3793,76.5737,800,600,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org (Aug 2018): Tiruvalla centre distributed to 300 flood families; garments/mats
Kerala,Pathanamthitta,Ranni Area Flood Camp (Ranni Taluk),Flood,"Ranni Panchayat Office, Main Road, Ranni – 689673",9.5065,77.0091,2000,1600,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods – major evacuation: Ranni; Pamba River
Kerala,Pathanamthitta,Kozhencherry Flood Relief Camp,Flood,"Kozhencherry Municipal Council, MC Road – 689641",9.4302,76.7833,2000,1500,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods: Kozhencherry major evacuation point; Pamba
Kerala,Pathanamthitta,Aranmula Flood Camp,Flood,"Aranmula Panchayat Hall, Near Krishna Temple – 689533",9.3577,76.6167,1500,1200,Temporary Flood Camp,2018 Kerala Floods,fire.kerala.gov.in flood report: Aranmula and Upper Kuttanad rescue; 518 camps by 18 Aug
Kerala,Pathanamthitta,Pandalam Flood Relief Camp,Flood,"Pandalam Municipal Council, Pandalam – 689501",9.228,76.688,1500,1200,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods – major evacuation from Pandalam
Kerala,Kottayam,Kottayam Taluk Relief Camps,Flood,"Kottayam Municipal Council, KK Road – 686001",9.5916,76.5222,2000,1600,Temporary Flood Camp,2018 & 2019 Kerala Floods,"kottayam.nic.in: list of families registered; Changanacherry, Kanjirappally, Kottayam, Vaikom, Meenachil taluks (Aug 2019)"
Kerala,Kottayam,Changanacherry Taluk Flood Camp,Flood,"Changanacherry Municipal Council, MC Road – 686101",9.436,76.531,2000,1600,Temporary Flood Camp,2019 Kerala Floods,kottayam.nic.in (24 Aug 2019): Changanacherry relief camp list PDF 1.60MB published
Kerala,Kottayam,Vaikom Taluk Flood Camp,Flood,"Vaikom Municipal Council, Vaikom – 686141",9.7502,76.394,1500,1200,Temporary Flood Camp,2019 Kerala Floods,kottayam.nic.in (24 Aug 2019): Vaikom relief camp list PDF 2.10MB
Kerala,Kottayam,Meenachil Taluk Flood Camp,Flood,"Meenachil Taluk Office, Pala, Kottayam – 686575",9.659,76.644,1200,900,Temporary Flood Camp,2019 Kerala Floods,kottayam.nic.in (24 Aug 2019): Meenachil relief camp list PDF 730KB
Kerala,Kottayam,Pala Ramakrishna Math Flood Relief Camp,Flood,"Ramakrishna Math, Pala, Kanjirappally – 686575",9.7032,76.6649,500,400,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org: Pala centre distributing cooked food and dry items to nearby relief camps
Kerala,Idukki,Munnar Flood Evacuation Camp,Flood,"Munnar Taluk Office, Munnar, Idukki – 685612",10.0889,77.0595,2000,1500,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods – Idukki Dam opened for first time in 26 years; Munnar area evacuated
Kerala,Idukki,Peermade Landslide Flood Camp,Flood,"Peermade Grama Panchayat, Peermade, Idukki – 685531",9.5939,77.003,1000,800,Temporary Flood Camp,2018 Kerala Floods,SDMA Kerala JRDNA – 305mm rainfall at Peermade on 9 Aug; Idukki worst-hit
Kerala,Idukki,Myladumpara Flood Camp,Flood,"Myladumpara Panchayat Hall, Myladumpara, Idukki – 685619",10.05,77.07,800,600,Temporary Flood Camp,2018 Kerala Floods,SDMA Kerala JRDNA 2018: Myladumpara KSEB 214mm rainfall; high evacuations
Kerala,Thrissur,Adat Gram Panchayat Higher Secondary School Camp,Flood,"Adat GP Ramakrishna Ashrama HS, Adat, Chalakudy – 680681",10.305,76.329,500,280,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org / Belur Math iMedia (Aug 2018): Adat panchayat opened camp in Ramakrishna Ashrama HSS; 280 sheltered
Kerala,Thrissur,Chalakudy Flood Relief Camp Cluster,Flood,"Chalakudy Municipal Council, TC Road, Thrissur – 680307",10.304,76.3362,3000,2500,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods: Chalakudy major evacuation; Chalakudy river floods
Kerala,Thrissur,Thrissur Ramakrishna Ashrama Relief Camp,Flood,"Ramakrishna Ashrama HS, Sreekrishnapuram, Thrissur – 679103",10.5276,76.2144,500,300,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org: Thrissur Ashrama HSS opened as local relief camp
Kerala,Palakkad,Palakkad Malampuzha Dam Downstream Camp,Flood,"Palakkad Malampuzha Road, Near Palakkad Fort – 678001",10.7867,76.6548,3000,2500,Temporary Flood Camp,2018 Kerala Floods,Wikipedia: Malampuzha dam 5 gates opened first time; 211mm at Palakkad 9 Aug 2018; evacuations
Kerala,Palakkad,Coimbatore Math Palakkad Relief Camp,Flood,"Ottapalam Municipal Council, Station Road – 679101",10.7748,76.3896,600,500,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org: Coimbatore Math distributed food to 500 families near Mazhapuzla dam and Ottapalam
Kerala,Malappuram,Nilambur Flood Relief Camp,Flood,"Nilambur Municipal Council, Station Road – 679329",11.2807,76.2119,2000,1600,Temporary Flood Camp,2018 Kerala Floods,SDMA Kerala JRDNA: 398mm at Nilambur 9 Aug – highest single-day; major evacuations
Kerala,Malappuram,Perinthalmanna Relief Camp Cluster,Flood,Perinthalmanna Municipal Council – 679322,10.9785,76.2327,2000,1600,Temporary Flood Camp,2018 & 2019 Kerala Floods,ReliefWeb JDNA 2018: Malappuram one of 9 worst districts; Malappuram Govt Medical College area
Kerala,Kozhikode,Kozhikode Ramakrishna Centre Relief Services,Flood,"Calicut University Campus Road, Kozhikode – 673001",11.2588,75.7804,1500,1200,Temporary Flood Camp,2018 Kerala Floods,media.belurmath.org: Kozhikode centre distributed rice/lentils/oil to 1000+ flood families
Kerala,Kannur,Kannur Flood Relief Camp,Flood,"Kannur Municipal Corp, SM Street, Kannur – 670001",11.8745,75.3704,1500,1200,Temporary Flood Camp,2018 Kerala Floods,NDRF Kerala 2018: 58 teams deployed; Kannur partially affected; JRDNA 9 districts
Kerala,Wayanad,Mananthavady Flood Camp,Flood,"Mananthavady Municipal Council, Main Road – 670645",11.7982,76.0076,2000,1500,Temporary Flood Camp,2019 Kerala Floods,SDMA JRDNA: 305mm at Mananthavady 9 Aug; annually flooded; major 2019 camp hub
Kerala,Wayanad,Kalpetta Taluk General Relief Camp,Flood,"Kalpetta Municipal Council, Chulliyode Road – 673121",11.6049,76.082,1000,800,Temporary Flood Camp,2019 Kerala Floods,NDRF Kerala 2019; Wayanad district HQ Kalpetta used as logistics camp
Kerala,Kollam,Kollam Flood Relief Camp,Flood,"Kollam Municipal Corp, Ashramam Road, Kollam – 691001",8.8932,76.6141,2000,1500,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 Kerala floods: Kollam among affected districts; NDRF teams
Kerala,Thrissur,Mala-Kodungallur Flood Relief Camp,Flood,"Kodungallur Municipal Council, Thrissur – 680664",10.2264,76.2012,1500,1200,Temporary Flood Camp,2018 Kerala Floods,Wikipedia 2018 floods: Chalakudy + Perumbavoor Muvattupuzha worst hit
Kerala,Ernakulam,Perumbavoor Flood Relief Camp,Flood,"Perumbavoor Municipal Council, MG Road – 683542",10.1116,76.4274,2500,2000,Temporary Flood Camp,2018 Kerala Floods,India TV News Aug 17 2018: Perumbavoor listed worst-affected; Ernakulam-Thrissur
Assam,Barpeta,Barpeta Flood Relief Camps Cluster (373 camps state-wide wave 1),Flood,"Barpeta DC Collectorate, Barpeta Road, Barpeta – 781301",26.3263,91.0173,25000,20000,Temporary Flood Camp,2022 Assam Floods,Sphere India Secondary Data Analysis Jun 2022: Barpeta worst-hit 12.76L marooned; 373 relief camps state total
Assam,Dhubri,Dhubri Flood Relief Camps Cluster,Flood,"Dhubri DC Collectorate, Station Road, Dhubri – 783301",26.0102,89.9703,20000,15000,Temporary Flood Camp,2022 & 2024 Assam Floods,"Caritas India ReliefWeb: Dhubri worst-hit 472,848 affected (2022); 797,918 affected (2024 Jul)"
Assam,Cachar,Silchar Flood Relief Camps,Flood,"Silchar DC Collectorate, Central Road, Cachar – 788001",24.8333,92.7789,15000,10000,Temporary Flood Camp,2022 Assam Floods,"Sphere India 2022: Cachar 201,572 affected; Silchar urban flooding; Barak River"
Assam,Nagaon,Raha Village Flood Camp Cluster,Flood,"Raha Village Panchayat Office, Raha, Nagaon – 782103",26.15,92.3833,5000,4000,Temporary Flood Camp,2022 Assam Floods,"Sphere India 2022: Raha village Nagaon flooded (PTI photo); 503,308 affected in Nagaon"
Assam,Kamrup,Kamrup District Flood Relief Cluster,Flood,"Kamrup DC Office, NH-37, Amingaon, Kamrup – 781031",26.2143,91.7349,10000,8000,Temporary Flood Camp,2022 Assam Floods,"ASDMA bulletin: Kamrup 429,166 affected second worst; Kulsi embankment breach"
Assam,Golaghat,Golaghat Flood Relief Camp,Flood,"Golaghat DC Office, AT Road, Golaghat – 785621",26.5154,93.9789,3000,2500,Temporary Flood Camp,2022 Assam Floods,"Satya Shakti Foundation: 162 in Golaghat camp; 112,322 affected in Golaghat (Caritas)"
Assam,Darrang,Darrang Flood Relief Camp,Flood,"Darrang DC Office, Mangaldai – 784125",26.8581,92.025,5000,4000,Temporary Flood Camp,2022 Assam Floods,"ASDMA 2022: Darrang urban flooding; Baksa-Darrang embankment breach; 163,218 affected 2024"
Assam,Chirang,Chirang Flood Relief Camp,Flood,"Chirang DC Office, Kajalgaon – 783385",26.4895,90.4675,2000,1500,Temporary Flood Camp,2022 Assam Floods,Satya Shakti Foundation: 314 persons in Chirang camp; 457 villages 12 districts
Assam,Dhemaji,Dhemaji Flood Relief Camp,Flood,"Dhemaji DC Office, Dhemaji – 787057",27.473,94.5848,3000,2500,Temporary Flood Camp,2022 & 2023 Assam Floods,Satya Shakti Foundation: 125 in Dhemaji camp; Caritas task force deployed
Assam,Lakhimpur,Lakhimpur Flood Camp,Flood,"North Lakhimpur DC Office, Lakhimpur – 787001",27.2348,94.1149,5000,4000,Temporary Flood Camp,2023 Assam Floods,"Doctors For You SitRep Jun 2023: Lakhimpur worst-hit 22,000+ people; Caritas JRNA Lakhimpur"
Assam,Dibrugarh,Dibrugarh Flood Camp,Flood,"Dibrugarh DC Office, AG Road – 786001",27.4728,94.912,5000,4000,Temporary Flood Camp,2022 & 2023 Assam Floods,"Caritas India ReliefWeb: 7 blocks in Cachar/Dibrugarh/Dhemaji; 3,800+ affected Dibrugarh 2023"
Assam,Morigaon,Morigaon Flood Relief Camp,Flood,"Morigaon DC Office, Morigaon – 782105",26.2503,92.3511,3000,2500,Temporary Flood Camp,2022 Assam Floods,Satya Shakti Foundation: many died Morigaon; urban flooding; Caritas task force Morigaon
Assam,Nalbari,Nalbari Flood Relief Camp,Flood,"Nalbari DC Office, College Road – 781335",26.4692,91.431,4000,3500,Temporary Flood Camp,2022 Assam Floods,"ASDMA Jul 2022: Nalbari 105,372 people; large-scale erosion in Nalbari"
Assam,Hojai,Hojai Flood Relief Camp,Flood,"Hojai DC Office, Hojai – 782435",26.0007,92.8558,2000,1500,Temporary Flood Camp,2022 Assam Floods,Caritas India 2022: Hojai listed in 29 affected districts
Assam,Bongaigaon,Bongaigaon Flood Relief Camp,Flood,"Bongaigaon DC Office, Station Road – 783380",26.4811,90.5554,3000,2500,Temporary Flood Camp,2022 Assam Floods,ASDMA 2022: Bongaigaon in 32 districts affected; erosion reported
Assam,Karimganj,Karimganj Barak Valley Camp,Flood,"Karimganj DC Office, Station Road – 788710",24.8693,92.3543,3000,2500,Temporary Flood Camp,2022 Assam Floods,ASDMA Jun 2022: Barak Valley 4 districts severely flooded; Kushiyara river above danger; 6L people
Assam,Hailakandi,Hailakandi Flood Camp,Flood,Hailakandi DC Office – 788151,24.6808,92.5604,2000,1500,Temporary Flood Camp,2022 Assam Floods,ASDMA 2022: Hailakandi Barak Valley severely flooded
Assam,South Salmara,South Salmara Flood Camp,Flood,South Salmara-Mankachar DC Office – 783127,26.16,89.88,3000,2500,Temporary Flood Camp,2022 & 2024 Assam Floods,"ASDMA Jul 2024: South Salmara 100,926 affected; Dhubri-adjacent severe flooding"
Assam,Biswanath,Biswanath Flood Relief Camp,Flood,Biswanath Chariali DC Office – 784176,26.74,93,2000,1600,Temporary Flood Camp,2022 Assam Floods,ASDMA 2022: Biswanath in 28-district flood list; erosion in Biswanath
Assam,Kokrajhar,Kokrajhar Flood Camp,Flood,"Kokrajhar DC Office, Station Road – 783370",26.4029,90.2761,3000,2500,Temporary Flood Camp,2023 Assam Floods,"Doctors For You SitRep 2023: Kokrajhar 1,800 persons; 19 affected districts"
Assam,Sonitpur,Sonitpur Flood Camp,Flood,"Sonitpur DC Office, Tezpur – 784001",26.6338,92.7927,3000,2500,Temporary Flood Camp,2022 Assam Floods,ASDMA bulletin: Brahmaputra at Tezpur Neamatighat above danger; Sonitpur affected
West Bengal,Hooghly,Hooghly District Flood Relief Camps Cluster,Flood,"Hooghly DC Office, Chinsurah – 712101",22.7206,88.3947,25000,20000,Temporary Flood Camp,2021 West Bengal Floods,"FloodList Oct 2021: 500,000 displaced; 1100 camps state-wide; 3 deaths in Hooghly; 1L people moved in Hooghly alone"
West Bengal,Paschim Medinipur,Ghatal Flood Relief Camps (Damodar release),Flood,"Ghatal Municipal Council, Paschim Medinipur – 721212",22.6589,87.7428,20000,15000,Temporary Flood Camp,2021 & 2024 West Bengal Floods,Wikipedia 2024 WB floods: Ghatal worst-affected; DVC dam release; Army deployed Dhanyaghari
West Bengal,Howrah,Udaynarayanpur Flood Camp,Flood,"Udaynarayanpur BDO, Uluberia, Howrah – 711226",22.55,88.0847,10000,8000,Temporary Flood Camp,2021 & 2024 West Bengal Floods,Wikipedia 2024 WB floods: Udaynarayanpur Howrah worst-affected; Dwarakeswar breach; 1L moved
West Bengal,Bankura,Bankura Flood Relief Camp,Flood,Bankura Municipal Council – 722101,23.2324,87.0742,8000,6500,Temporary Flood Camp,2021 West Bengal Floods,FloodList Oct 2021: 5 deaths in Bankura; 2.6M affected across 12 districts; heavy crop damage
West Bengal,Purulia,Purulia Flood Camp,Flood,"Purulia DC Office, Station Road – 723101",23.335,86.3631,5000,4000,Temporary Flood Camp,2021 West Bengal Floods,FloodList Oct 2021: Purulia among 12 districts affected; Asansol 340mm in 24hrs
West Bengal,Purba Medinipur,Purba Medinipur Flood Camp Cluster,Flood,"Tamluk DC Office, Purba Medinipur – 721636",22.2604,87.8517,10000,8000,Temporary Flood Camp,2021 West Bengal Floods,FloodList Oct 2021: Purba Medinipur hardest hit; rivers overflowed; embankments failed
West Bengal,North 24 Parganas,North 24 Parganas Ichamati Flood Camp,Flood,"Bongaon DC Office, North 24 Parganas – 743235",22.956,88.9975,8000,6500,Temporary Flood Camp,2024 West Bengal Floods,MHA NERC Sep 2024: Ichamati above extreme flood at Kuthibari Bangaon Bajitpur Tarinipur
West Bengal,South 24 Parganas,South 24 Parganas Cyclone Camp Cluster,Cyclone/Flood,"Diamond Harbour DC Office, South 24 Parganas – 743331",22.2085,88.621,15000,12000,Temporary Flood Camp,2021 West Bengal Floods (Yaas),CEEW 2021: South 24 Parganas cyclone hotspot; Yaas 15L evacuated WB
West Bengal,Birbhum,Birbhum Flood Relief Camp,Flood,"Suri DC Office, Birbhum – 731101",23.9073,87.536,5000,4000,Temporary Flood Camp,2021 & 2024 West Bengal Floods,MHA NERC Sep 2024: Birbhum in 13-district list; CEEW flood hotspot
West Bengal,Nadia,Nadia Flood Camp Cluster,Flood,"Krishnagar DC Office, Nadia – 741101",23.4737,88.5592,6000,5000,Temporary Flood Camp,2024 West Bengal Floods,MHA NERC Sep 2024: Nadia in 13-district deep flood area; Mathabhanga-Churni-Ichamati system
West Bengal,Murshidabad,Murshidabad Ganga Flood Camp,Flood,"Berhampore DC Office, Murshidabad – 742101",24.1761,88.2668,5000,4000,Temporary Flood Camp,2022 West Bengal Floods,FloodList / NERC: Murshidabad Ganga spate; annual flood district
West Bengal,Paschim Bardhaman,Asansol-Raniganj Flood Camp,Flood,"Asansol Municipal Corp, Paschim Bardhaman – 713301",23.685,86.9624,5000,4000,Temporary Flood Camp,2021 West Bengal Floods,"FloodList Oct 2021: Asansol 340mm, Raniganj 400mm in 24hrs; Damodar Valley spate"
West Bengal,Purba Bardhaman,Purba Bardhaman DVC Flood Camp,Flood,"Burdwan DC Office, Purba Bardhaman – 713101",23.2324,87.8669,8000,6500,Temporary Flood Camp,2024 West Bengal Floods,Wikipedia 2024 WB floods: Purba Bardhaman listed first in 6 districts; DVC discharge
West Bengal,Jhargram,Jhargram Flood Camp,Flood,Jhargram DC Office – 721507,22.4512,86.988,3000,2500,Temporary Flood Camp,2021 West Bengal Floods,FloodList Oct 2021: Jhargram in 12 affected districts
West Bengal,Cooch Behar,Cooch Behar Teesta Flood Camp,Flood,Cooch Behar DC Office – 736101,26.3249,89.4461,4000,3200,Temporary Flood Camp,2022 & 2023 West Bengal Floods,CEEW 2021: Cooch Behar extreme flood hotspot; Teesta/Torsa/Jaldhaka rivers
West Bengal,Malda,Malda Ganga Flood Relief Camp,Flood,"Malda DC Office, English Bazaar – 732101",25.0112,88.14,4000,3000,Temporary Flood Camp,2022 West Bengal Floods,WBIWD.gov.in: Mahananda-Ganga backwater flooding Malda; annual flood zone
West Bengal,Jalpaiguri,Jalpaiguri Teesta Flood Camp,Flood,Jalpaiguri DC Office – 735101,26.5425,88.7179,4000,3000,Temporary Flood Camp,2023 West Bengal Floods,CEEW: Jalpaiguri extreme flood hotspot; Teesta floods annually
Tamil Nadu,Chennai,Chennai Flood Relief Camps 2015 (major cluster),Flood,"Corporation of Chennai, Ripon Building, Park Town – 600003",13.0827,80.2707,200000,150000,Temporary Flood Camp,2015 South India Floods,Wikipedia 2015 South India floods: 6605 camps state-wide; most in Chennai; 490mm Tambaram 1 Dec
Tamil Nadu,Cuddalore,Cuddalore Kedilam River Flood Camps,Flood,"Cuddalore Collectorate, Beach Road – 607001",11.748,79.7714,30000,25000,Temporary Flood Camp,2015 South India Floods,Wikipedia 2015 floods: Cuddalore Kanchipuram Thiruvallur most camps; Cuddalore persistent 2 weeks
Tamil Nadu,Thiruvallur,Thiruvallur Flood Relief Camps Cluster,Flood,Tiruvallur DC Office – 602001,13.1231,79.8826,25000,20000,Temporary Flood Camp,2015 South India Floods,Wikipedia 2015 floods: Thiruvallur major camp district; 600 boats deployed
Tamil Nadu,Kancheepuram,Kanchipuram Palar River Flood Camps,Flood,"Kanchipuram DC Office, Main Road – 631501",12.8307,79.702,20000,15000,Temporary Flood Camp,2015 South India Floods,Wikipedia: Chengalpattu inundated 7m deep; 98 deaths Kancheepuram district
Tamil Nadu,Villupuram,Villupuram Flood Camp Cluster,Flood,"Villupuram DC Office, Anna Nagar – 605602",11.9401,79.4861,10000,8000,Temporary Flood Camp,2015 & 2023 South India Floods,Wikipedia 2015: Villupuram 10cm rain 4-5 Dec; 2023 Dec waterlogging at new bus stand (PTI)
Tamil Nadu,Thoothukudi,Thoothukudi Flood Relief Camp,Flood,Thoothukudi DC Office – 628001,8.7641,78.1348,8000,6500,Temporary Flood Camp,2023 Tamil Nadu Floods (Dec),TNFRS Dec 2023: rescue operations Thoothukudi 16-24 Dec; 6975 lives rescued total across 4 districts
Tamil Nadu,Tirunelveli,Tirunelveli Tamirabarani Flood Camp,Flood,"Tirunelveli DC Office, Palayamkottai – 627001",8.7139,77.7567,8000,6500,Temporary Flood Camp,2023 Tamil Nadu Floods (Dec),TNFRS Dec 2023: rescue in Tirunelveli; FloodList: 843 in 17 shelters when Tamirabarani overflowed
Tamil Nadu,Kanyakumari,Kanyakumari Flood Relief Camp,Flood,"Kanyakumari DC Office, Nagercoil – 629001",8.0883,77.5385,5000,4000,Temporary Flood Camp,2015 & 2023 South India Floods,Wikipedia 2015: Kanyakumari ₹2.2M contributed; TNFRS Dec 2023 operations
Tamil Nadu,Tenkasi,Tenkasi Flood Relief Camp,Flood,Tenkasi DC Office – 627811,8.9094,77.312,5000,4000,Temporary Flood Camp,2023 Tamil Nadu Floods (Dec),TNFRS Dec 2023: rescue in Tenkasi; heavy rainfall heavy runoff
